t,rv,rverr
10000.92669723502,4526.590379081936,1.0220540233079307
10000.971131572234,4508.9097831312565,0.9713715077770358
10001.520612059368,4349.8413706858555,0.9553554608932292
10002.9901100629,4590.069862569674,1.021233876041489
10005.128634858605,4405.500549099321,0.9602588739972394
10005.969224011493,4570.505326768817,1.0706335218311698
10006.750997357723,4629.882462631084,1.0065416595177363
10006.928479045602,4598.224673331046,0.9772668651393347
10007.106332106701,4535.749643244155,1.0489051046376596
10008.452583579472,4447.475077411175,0.913249682088774
10008.592298593576,4475.572706913667,0.9534959388903836
10008.675526842613,4493.799937383335,0.8977257226073863
10009.543496058292,4632.589019343801,0.9629922923357757
10009.991991666155,4607.619414759187,0.9343126114390033
10010.146932102374,4558.329308780811,0.9893499931052304
10010.497584169107,4411.794253815858,0.8921141062379565
10010.951197727654,4352.698752994237,0.8843170405381171
10010.957520508284,4353.928841158254,1.163845118816132
10011.619063193848,4462.8860806055845,1.223876296613863
10011.976902194556,4531.45447270722,1.1563937724439228
10012.522320153736,4620.492849027092,1.0140801603198772
10012.953549329715,4631.969108076226,0.7982450385616263
10013.341049741697,4519.881052035566,1.0919058572264924
10013.813819133225,4359.4152818555285,0.9955865657790208
10016.697001069373,4412.730035030892,0.9583188683554065
10018.379307765477,4571.560308670955,1.0522126381926749
10018.415178883739,4577.656359695028,1.0561341286880273
10018.949691855394,4639.793116066984,1.1562431794279142
10019.632423163983,4479.055873003948,1.2088828277881523
10020.680771685358,4415.28872185568,1.0330395606294738
10021.501402779651,4575.623899459016,0.9369651115390926
10021.550534390812,4584.4059193126295,1.0194241837673275
10021.640373487719,4598.624705564909,0.8676169296419994
10021.717437599074,4609.155506207089,0.9633901615675013
10021.89694681603,4630.419626719368,0.8938870148037946
10021.915854949822,4632.107122542496,1.093892711950948
10022.578333697604,4546.39559695445,1.1274643564400737
10022.592335366697,4541.67981044876,0.9748022088859826
10022.763611011427,4466.842549524009,1.0488770019841664
10022.848593116969,4430.322029919385,1.0390650111357171
10023.384224659694,4355.795923214019,1.0793533354046336
10023.74715695568,4409.98267084553,0.9961027719849112
10023.984166888702,4454.6894745753525,1.1085840532103437
10024.158503261575,4492.851214124435,0.9474575232281862
10024.175996565735,4494.322148828251,1.1050736703779542
10027.161654718475,4471.717858669527,1.1222600284224309
10027.494555312902,4538.274190944307,0.9966623516882137
10027.631927340712,4563.266617765522,1.0453017889586451
10027.827518272607,4595.419983774223,1.0092786334108577
10028.156326414444,4634.759008125831,1.0598284996585892
10028.37562522812,4638.464817359143,1.0676389685945753
10028.91765022573,4487.558662479258,1.0260471721221087
10029.245878724083,4367.61409000392,0.9775980624925455
10029.316490752783,4360.472280605726,1.082500458127869
10029.54518745943,4352.55584430557,1.0462313671117582
10029.798797478777,4382.046583194886,1.238276611956034
10031.215021215268,4632.336297378789,0.8922991419701373
10031.367555289864,4638.756152495433,1.1946349043622397
10031.505492467408,4636.332868908183,1.0419160612859466
10031.562926562818,4629.2849019295845,1.0805294991126497
10032.281870337925,4385.439346372071,0.9385092327638919
10033.313441444703,4461.231560773012,0.9598241191575947
10034.077704590976,4604.641160194892,1.0363118206011201
10034.1667758203,4616.584544400465,1.0031151556574782
10034.40639292118,4637.5256165957,0.8620431046452386
10034.62041492175,4632.514818565628,1.0080526382034232
10035.93218103926,4371.894517738335,1.0088641631461843
10036.380277986886,4454.94653249556,0.9542355189957503
10037.117098039584,4595.238958647919,1.1031117935662034
10037.323857524832,4621.639970382101,1.1222996445045688
10037.720065766389,4634.787945450919,0.9185795517830951
10038.217079118032,4487.064940423907,0.9698537397121515
10038.415653999704,4407.26571657061,0.9444071981135018
10039.724310139562,4505.098439653793,1.0179861197424391
10039.883730541715,4535.6596992516315,1.1030307954939653
10039.890225233908,4534.393194401261,1.0443613142176855
10039.968114745536,4550.981228941732,0.9835005382876739
10040.329878828743,4610.646324092242,0.9493053360048911
10040.360774804847,4615.211777398113,1.152492943607637
10040.402755225572,4618.728988241343,1.130618842371565
10040.78455121251,4638.473250408419,1.0494036849426913
10041.204403948137,4537.9487264032505,0.8790321484165441
10041.989676395851,4355.865124426563,1.0986077968104382
10043.118760679128,4560.270695754019,1.014710122373604
10043.202695870257,4575.083777498129,0.9025863099538162
10043.837696221299,4639.244195336543,1.1413983661680622
10043.999632427724,4625.889787860344,1.0541875153998
10044.005997772456,4625.600499600942,0.8658114777950636
10044.147690209502,4592.690601066138,0.9748447941417844
10044.505418834005,4448.492571852719,0.9855044879198458
10045.587755248744,4437.3284069000865,0.9469387264528747
10045.62695584095,4442.569793812778,1.0629411112447724
10045.793621286935,4478.593790483939,1.105134069413709
10046.202027432662,4558.435801237639,0.9634529198167494
10046.843606693687,4639.933352012877,1.2032605227494808
10047.734461230197,4399.0018750569525,1.0267639248295344
10048.686984144897,4436.57668333373,1.181801178003339
10049.202363219178,4539.3871028393605,1.0480225916786148
10049.610496444182,4610.28202442957,1.1039288252853998
10049.842373769989,4633.758623600619,1.1457875821482473
